,Word,definition
14394,duck,(intransitive) To quickly lower the head or body in order to prevent it from being struck by something.
14395,duck,"An aquatic bird of the family Anatidae, having a flat bill and webbed feet."
14396,duck,A tightly-woven cotton fabric used as sailcloth.
14397,duck,A term of endearment; pet; darling.
14398,abyss,Hell; the bottomless pit; primeval chaos; a confined subterranean ocean. [First attested around 1350 to 1470.]
14399,Alaska,"The 49th state of the United States of America. Postal code: AK, capital: Juneau, largest city: Anchorage."
14400,Alaska,A short form of baked Alaska.
14401,baffled,"thoroughly confused, puzzled"
14402,planning,present participle of plan
14403,planning,(uncountable) Action of the verb to plan.
14404,abominable,"Worthy of, or causing, abhorrence, as a thing of evil omen; odious in the utmost degree; very hateful; detestable; loathsome; execrable. [first attested around 1150 to 1350]"
14405,aversion,Opposition or repugnance of mind; fixed dislike.
14406,drawings,plural of drawing
14407,customers,plural of customer
14408,weird,Having an unusually strange character or behaviour.
14409,weird,(archaic) Fate; destiny; luck.
14410,weird,(transitive) To destine; doom; change by witchcraft or sorcery.
14411,Stewart,A Scottish surname​.
14412,traveled,Frequented by travelers.
14413,traveled,(US) simple past tense and past participle of travel
14414,Alan,"(historical) A member of a group of Sarmatian tribes, nomadic pastoralists of the 1st millennium AD who spoke an Eastern Iranian language derived from Scytho-Sarmatian and which in turn evolved into modern Ossetian."
14415,Alan,A male given name.
14416,incessantly,"In a manner without pause or stop, especially to the point of annoyance; not ceasing."
14417,flattery,"(uncountable) Excessive praise or approval, which is often insincere and sometimes contrived to win favour."
14418,director,"One who directs; the person in charge of managing a department or directorate (e.g., director of engineering), project, or production (as in a show or film, e.g., film director)."
14419,improbable,not likely to be true
14420,moderation,The state or quality of being moderate; avoidance of extremes
14421,awakening,"Rousing from sleep, in a natural or a figurative sense; rousing into activity; exciting"
14422,awakening,"The act of awaking, or ceasing to sleep."
14423,awakening,present participle of awaken
14424,males,plural of male
14425,pairs,plural of pair
14426,pairs,Third-person singular simple present indicative form of pair
14427,temporal,of the temples of the head
14428,temporal,"(anatomy) Either of the bones on the side of the skull, near the ears."
14429,temporal,(also  grammar) Of or relating to time.
14430,temporal,(chiefly in the plural) Anything temporal or secular; a temporality.
14431,con,"(rare) To study, especially in order to gain knowledge of."
14432,con,(informal) The conversion of part of a building.
14433,con,"(slang) A fraud; something carried out with the intention of deceiving, usually for personal, often illegal, gain."
14434,con,"(transitive, slang) To trick or defraud, usually for personal gain."
14435,con,"(slang) A convicted criminal, a convict."
14436,con,Alternative form of conn (“direct a ship”)
14437,con,Alternative form of conn (“navigational direction of a ship”)
14438,con,"(informal) An organized gathering such as a convention, conference or congress."
14439,con,"(informal, obsolete) Consumption; pulmonary tuberculosis."
14440,con,"A disadvantage of something, especially when contrasted with its advantages (pros)."
14441,nicely,(obsolete) Fastidiously; carefully. [16th-18th c.]
14442,lapse,A temporary failure; a slip.
14443,lapse,(intransitive) To fall away gradually; to subside.
14444,vitality,The capacity to live and develop.
14445,soap,"(uncountable) a substance able to mix with both oil and water, used for cleaning, often in the form of a solid bar or in liquid form, derived from fats or made synthetically"
14446,soap,(transitive) To apply soap to in washing.
14447,patriot,A person who loves and zealously supports and defends their country.
14448,malicious,"Of, pertaining to, or as a result of malice or spite"
14449,eyed,Having eyes.
14450,eyed,simple past tense and past participle of eye
14451,pirates,plural of pirate
14452,pirates,Third-person singular simple present indicative form of pirate
14453,enforce,"To keep up, impose or bring into effect something, not necessarily by force. [from 17thc.]"
14454,doll,A toy in the form of a human.
14455,briskly,"Fast, quickly, swiftly."
14456,sez,(slang) Third-person singular simple present indicative form of say
14457,skeleton,"(anatomy) The system that provides support to an organism, internal and made up of bones and cartilage in vertebrates, external in some other animals."
14458,skeleton,(archaic) to reduce to a skeleton; to skin; to skeletonize
14459,skeleton,"(sports, uncountable) A type of tobogganing in which competitors lie face down, and descend head first (compare luge)."
14460,comprehensive,Broadly or completely covering; including a large proportion of something.
14461,comprehensive,(Britain) A comprehensive school.
14462,buttons,plural of button
14463,buttons,Third-person singular simple present indicative form of button
14464,crushing,present participle of crush
14465,crushing,That crushes; overwhelming.
14466,crushing,The action of the verb to crush.
14467,personages,plural of personage
14468,threaten,To make a threat against someone; to use threats.
14469,nuts,plural of nut
14470,nuts,"(colloquial) Insane, mad."
14471,nuts,"Indicates annoyance, anger, or disappointment."
14472,nuts,Third-person singular simple present indicative form of nut
14473,undone,Not fastened.
14474,undone,past participle of undo
14475,undone,Not done.
14476,wright,(dated) Misspelling of write.
14477,wright,(obsolete) A builder or creator of something.
14478,frankness,The state of being frank; candour; honesty.
14479,hides,plural of hide
14480,hides,Third-person singular simple present indicative form of hide
14481,progressive,Favouring or promoting progress; advanced.
14482,progressive,"A person who actively favors or strives for progress towards improved conditions, as in society or government."
14483,Rogers,An English patronymic surname
14484,villa,"(plural ""villas"") A house, often larger and more expensive than average, in the countryside or on the coast, often used as a retreat."
14485,Aristotle,"An ancient Greek philosopher, logician, and scientist (382–322 BCE), student of Plato and teacher of Alexander the Great."
14486,resource,"Something that one uses to achieve an objective, e.g. raw materials or personnel."
14487,resource,To supply with resources.
14488,IRS,(US): Initialism of Internal Revenue Service.
14489,IRS,(aviation) Initialism of inertial reference system.
14490,IRS,(engineering) Initialism of Interface Requirements Specification.
14491,confine,(transitive) To restrict; to keep within bounds; to shut or keep in a limited space or area.
14492,confine,(chiefly in the plural) A boundary or limit.
14493,sewing,present participle of sew
14494,sewing,The action of the verb to sew.
14495,CO,(military) commanding officer
14496,congratulate,To express one’s sympathetic pleasure or joy to the person(s) it is felt for.
14497,reconcile,To restore a friendly relationship; to bring back to harmony.
14498,insurance,A means of indemnity against a future occurrence of an uncertain event.
14499,terminated,simple past tense and past participle of terminate
14500,terminated,"Having been the subject of termination; killed, ended or destroyed."
14501,dusky,"Dimly lit, as at dusk (evening)."
14502,dusky,A dusky shark.
14503,appoint,"(transitive) To set, fix or determine (a time or place for something such as a meeting, or the meeting itself) by authority or agreement."
14504,pearl,"A shelly concretion, usually rounded, and having a brilliant luster, with varying tints, found in the mantle, or between the mantle and shell, of certain bivalve mollusks, especially in the pearl oysters and river mussels, and sometimes in certain univalves. It is usually due to a secretion of shelly substance around some irritating foreign particle. Its substance is the same as nacre, or mother-of-pearl. Round lustrous pearls are used in jewellery."
