,Word,definition
17628,jelly,"(New Zealand, Australia, Britain) A dessert made by boiling gelatine, sugar and some flavouring (often derived from fruit) and allowing it to set, known as ""jello"" in North America."
17630,advocates,plural of advocate
17633,salutation,"A greeting, salute, or address; a hello."
17634,mutiny,"An organized rebellion against a legally constituted authority, especially by seamen against their officers."
17636,chronicles,plural of chronicle
17642,parchment,"Material, made from the polished skin of a calf, sheep, goat or other animal, used like paper for writing."
17644,potato,"A plant tuber, Solanum tuberosum, eaten as a starchy vegetable, particularly in the Americas and Europe"
17648,anarchy,(uncountable) The state of a society being without authorities or an authoritative governing body.
17649,barber,A person whose profession is cutting (usually male) customers' hair and beards.
17652,revision,(uncountable) The process of revising:
17655,farce,(uncountable) A style of humor marked by broad improbabilities with little regard to regularity or method.
17657,germ,"(biology) The small mass of cells from which a new organism develops; a seed, bud or spore."
17659,profile,"(countable) The outermost shape, view, or edge of an object."
17672,finance,The management of money and other assets.
17676,azure,"(heraldry) A blue colour on a coat of arms, represented in engraving by horizontal parallel lines."
17681,campaigns,plural of campaign
17685,slate,"(uncountable, geology) A fine-grained homogeneous sedimentary rock composed of clay or volcanic ash which has been metamorphosed so that it cleaves easily into thin layers."
17689,gin,"A colourless non-aged alcoholic liquor made by distilling fermented grains such as barley, corn, oats or rye with juniper berries; the base for many cocktails."
17697,cleft,"An opening, fissure, or V-shaped indentation made by or as if by splitting."
17701,conveyance,An act or instance of conveying.
17705,tribune,An elected official in Ancient Rome.
17706,pilgrim,"One who travels, especially on a journey to visit sites of religious significance."
17708,entreaty,The act of entreating or beseeching; a strong petition; pressing solicitation; begging.
17715,maker,Someone who makes; a person or thing that makes or produces something.
17716,digestion,"The process, in the gastrointestinal tract, by which food is converted into substances that can be utilized by the body."
17717,Bart,(Britain) baronet
17719,infamy,The state of being infamous.
17720,lambs,plural of lamb
17725,periodical,"A publication issued regularly, but less frequently than daily."
17727,standpoint,Point of view; perspective
17729,tub,"A flat-bottomed vessel, of width similar to or greater than its height, used for storing or packing things, or for washing things in."
17736,greed,"A selfish or excessive desire for more than is needed or deserved, especially of money, wealth, food, or other possessions."
17739,extinction,The action of making or becoming extinct; annihilation.
17741,boiler,A steam boiler.
17742,intimation,The act of intimating
17748,oratory,"The art of public speaking, especially in a formal, expressive, or forceful manner."
17752,herb,"(countable) Any green, leafy plant, or parts thereof, used to flavour or season food."
17757,friar,"A member of a mendicant Christian order such as the Augustinians, Carmelites (white friars), Franciscans (grey friars) or the Dominicans (black friars)."
17763,monkeys,plural of monkey
17768,similarity,Closeness of appearance to something else.
17773,riddle,"A verbal puzzle, mystery, or other problem of an intellectual nature."
17777,subscription,"Access to a resource for a period of time, generally for payment."
17786,scourge,A source of persistent trouble such as pestilence that causes pain and suffering or widespread destruction.
17789,privacy,"(uncountable) The state of being secluded from the presence, sight, or knowledge of others."
17790,arena,"An enclosed area, often outdoor, for the presentation of sporting events (sports arena) or other spectacular events; earthen area, often oval, specifically for rodeos (North America) or circular area for bullfights (especially Hispanic America)."
17795,alacrity,Eagerness; liveliness; enthusiasm.
17799,neutrality,The state or quality of being neutral; the condition of being unengaged in contests between others; state of taking no part on either side
17800,flannel,"(uncountable) A soft cloth material woven from wool, possibly combined with cotton or synthetic fibers."
17805,trailer,Someone who or something that trails.
17815,traveler,American spelling standard spelling of traveller.
17821,mirrors,plural of mirror
17824,father-in-law,One's spouse's father.
17826,particle,"A very small piece of matter, a fragment; especially, the smallest possible part of something. [from 14th c.]"
17827,railways,plural of railway
17830,paddle,"A two-handed, single-bladed oar used to propel a canoe or a small boat."
17834,reformation,"An improvement (or an intended improvement) in the existing form or condition of institutions or practices, etc.; intended to make a striking change for the better in social, political or religious affairs or in the conduct of persons or operation of organizations."
17835,volley,The simultaneous firing of a number of missiles or bullets; the projectiles so fired
17837,statistics,"A mathematical science concerned with data collection, presentation, analysis, and interpretation."
17843,padre,a military clergyman
17846,lids,plural of lid
17848,muse,A source of inspiration.
17852,inhabitant,someone or thing who lives in a place
17855,rustle,A soft crackling sound similar to the movement of dry leaves.
17857,clump,A cluster or lump; an unshaped piece or mass.
17859,calendar,"Any system by which time is divided into days, weeks, months, and years."
17861,flute,"(music) A woodwind instrument consisting of a tube with a row of holes that produce sound through vibrations caused by air blown across the edge of the holes, often tuned by plugging one or more holes with a finger; the Western concert flute, a transverse side-blown flute of European origin."
17866,yore,(poetic) time long past.
17868,jay,"Any one of the numerous species of birds belonging to several genera within the family Corvidae, including Garrulus, Cyanocitta, Aphelocoma, Perisoreus, Cyanocorax, Gymnorhinus, Cyanolyca, Ptilostomus, and Calocitta, allied to the crows, but smaller, more graceful in form, often handsomely colored, usually having a crest, and often noisy."
17872,fray,A fight or argument
17874,nomination,An act or instance of nominating.
